question_id,date,number,review,primary_topic,primary_title,current_slug,final_topic,final_title,final_current_slug,review_resolution,score,runner_up,runner_up_score,confidence,tied,secondary_topics,matched_terms,body
20130721_057,2013-07-21,57,jpg 확필,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,pdf-reviewed,12,heating-load-radiators,10,medium,false,heating-load-radiators:10,본문:출력·부하율,<보기>와 같은 부하에 대해서 보일러의 “정격출력“을 올바르게 표시한 것은?
20130721_058,2013-07-21,58,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,14,burners-furnaces-atomization,12,medium,false,burners-furnaces-atomization:12,본문:기동·점화,점화조작 시 주의사항에 관한 설명으로 틀린 것은?
20130721_059,2013-07-21,59,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,8,automatic-control-interlocks,0,medium,false,,본문:점검·정비,보일러를 계획적으로 관리하기 위해서는 연간계획 및 일상보전계획을 세워 이에 따라 관리를 하는데 연간계획에 포함할 사항과 가장 거리가 먼 것은?
20130721_060,2013-07-21,60,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,36,automatic-control-interlocks,0,high,false,,본문:신재생에너지 | 본문:신재생에너지 표기 변형,신·재생에너지 설비의 인증을 위한 심사기준 항목으로 거리가 먼 것은?
20131012_001,2013-10-12,1,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,42,fuel-properties,12,high,false,,본문:보일러 효율 | 본문:증발량,"연료 발열량은 9750kcal/kg, 연료의 시간당 사용량은 300kg/h인 보일러의 상당증발량이 5000kg/h일 때 보일러 효율은 약 몇 %인가?"
20131012_002,2013-10-12,2,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,automatic,32,heat-steam-thermodynamics,7,high,false,,본문:급수펌프 | 본문:급수장치,보일러 예비 급수장치인 인젝터의 특징을 설명한 것으로 틀린 것은?
20131012_003,2013-10-12,3,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,14,automatic-control-interlocks,0,high,false,,본문:가스 연료,다음 중 액화천연가스(LNG)의 주성분은 어느 것인가?
20131012_004,2013-10-12,4,,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,environmental-pollution-control,집진·환경설비,boiler-accessory-equipment,automatic,38,automatic-control-interlocks,0,high,false,,본문:집진장치 | 본문:집진 방식,"보일러의 세정식 집진방법은 유수식과 가압수식, 회전식으로 분류할 수 있는데, 다음 중 가압수식 집진장치의 종류가 아닌 것은?"
20131012_005,2013-10-12,5,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,28,fuel-properties,14,high,false,,본문:버너 | 선택지:분무·미립화,중유 연소에서 버너에 공급되는 중유의 예열온도가 너무 높을 때 발생되는 이상 현상으로 거리가 먼 것은?
20131012_006,2013-10-12,6,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,22,combustion-air-calculation,10,high,false,,본문:발열량 | 본문:연료 성분,고체 연료의 고위발열량으로부터 저위발열량을 산출할 때 연료 속의 수분과 다른 한 성분의 함유율을 가지고 계산하여 산출할 수 있는데 이 성분은 무엇인가?
20131012_007,2013-10-12,7,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,12,automatic-control-interlocks,0,high,false,,본문:보일러 구조,"노통 보일러에서 노통에 직각으로 설치하여 노통의 전열면적을 증가시키고, 이로 인한 강도보강, 관수순환을 양호하게 하는 역할을 위해 설치하는 것은?"
20131012_008,2013-10-12,8,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,18,automatic-control-interlocks,0,high,false,,본문:열·일 단위 환산,다음 중 열량(에너지)의 단위가 아닌 것은?
20131012_009,2013-10-12,9,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,18,piping-fittings-valves,8,high,false,,본문:안전밸브·방출밸브,강철제 증기보일러의 안전밸브 부착에 관한 설명으로 잘못된 것은?
20131012_010,2013-10-12,10,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,14,failures-accidents-safety,8,high,false,failures-accidents-safety:8,본문:유류·중유,연료유 저장탱크의 일반사항에 대한 설명으로 틀린 것은?
20131012_011,2013-10-12,11,,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,automatic,13,automatic-control-interlocks,0,high,false,,선택지:배기가스 분석 | 본문:연소,프로판 가스가 완전 연소될 때 생성되는 것은?
20131012_012,2013-10-12,12,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,14,automatic-control-interlocks,12,medium,false,automatic-control-interlocks:12,본문:급수내관·수위,보일러 수위제어 방식인 2요소식에서 검출하는 요소로 옳게 짝지어진 것은?
20131012_013,2013-10-12,13,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,12,auxiliary-feedwater-equipment,8,high,false,auxiliary-feedwater-equipment:8,선택지:화격자·연소장치 | 선택지:연소실·노,일반적으로 보일러의 효율을 높이기 위한 방법으로 틀린 것은?
20131012_014,2013-10-12,14,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,automatic,20,instruments-accessories,18,medium,false,instruments-accessories:18 | environmental-pollution-control:14,선택지:급수펌프 | 선택지:절탄기,보일러 전열면의 그을음을 제거하는 장치는?
20131012_015,2013-10-12,15,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,30,automatic-control-interlocks,0,high,false,,본문:보일러 형식 | 본문:재료·제작,주철제 보일러의 특징 설명으로 옳은 것은?
20131012_016,2013-10-12,16,,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,heat-steam-thermodynamics,열·증기·열역학 기초,boiler-operation-basics,automatic,18,efficiency-output-heat-balance,10,high,false,efficiency-output-heat-balance:10,본문:증기 상태,증기공급 시 과열증기를 사용함에 따른 장점이 아닌 것은?
20131012_017,2013-10-12,17,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,16,draft-flue-gas,14,medium,false,draft-flue-gas:14,본문:화염 감시,"화염 검출기의 종류 중 화염의 발열을 이용한 것으로 바이메탈에 의하여 작동되며, 주로 소용량 온수보일러의 연도에 설치되는 것은?"
20131012_018,2013-10-12,18,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,18,automatic-control-interlocks,0,high,false,,본문:수위경보기,수위 경보기의 종류에 속하지 않는 것은?
20131012_019,2013-10-12,19,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,14,draft-flue-gas,9,high,false,draft-flue-gas:9 | burners-furnaces-atomization:8,본문:부속장치,보일러의 3대 구성요소 중 부속장치에 속하지 않는 것은?
20131012_020,2013-10-12,20,,safety-devices,안전장치·연소안전,boiler-protection-devices,safety-devices,안전장치·연소안전,boiler-protection-devices,automatic,18,combustion-air-calculation,6,high,false,,본문:안전장치,연소안전장치 중 플레임 아이(flame eye)로 사용되지 않는 것은?
20131012_021,2013-10-12,21,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,14,auxiliary-feedwater-equipment,12,medium,false,auxiliary-feedwater-equipment:12 | draft-flue-gas:9 | safety-devices:9,본문:부속장치,보일러의 부속장치 중 축열기에 대한 설명으로 가장 옳은 것은?
20131012_022,2013-10-12,22,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,16,boiler-types-construction,6,high,false,,본문:압력·온도·유량계,증기 보일러에 설치하는 압력계의 최고 눈금은 보일러 최고사용압력의 몇 배가 되어야 하는가?
20131012_023,2013-10-12,23,,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,automatic,25,burners-furnaces-atomization,16,high,false,burners-furnaces-atomization:16,본문:통풍 | 선택지:연도·굴뚝,보일러의 연소장치에서 통풍력을 크게 하는 조건으로 틀린 것은?
20131012_024,2013-10-12,24,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,35,heat-steam-thermodynamics,7,high,false,,본문:연료 종류 | 선택지:석탄 | 선택지:발열량 | 선택지:연료 성분,보일러 액체 연료의 특징 설명으로 틀린 것은?
20131012_025,2013-10-12,25,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,20,heat-steam-thermodynamics,14,high,false,heat-steam-thermodynamics:14,본문:열정산,"벽체 면적이 24m2, 열관류율이 0.5kcal/m2·h·℃, 벽체 내부의 온도가 40℃, 벽체 외부의 온도가 8℃일 경우 시간당 손실열량은 약 몇 kcal/h인가?"
20131012_026,2013-10-12,26,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,38,automatic-control-interlocks,0,high,false,,본문:증발량 | 본문:보일러마력,1보일러 마력은 몇 kg/h의 상당증발량의 값을 가지는가?
20131012_027,2013-10-12,27,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,22,automatic-control-interlocks,0,high,false,,본문:증발량,"보일러 증발율이 80kg/m2·h이고, 실제 증발량이 40t/h일 때, 전열 면적은 약 몇 m2인가?"
20131012_028,2013-10-12,28,,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic,46,auxiliary-feedwater-equipment,0,high,false,,본문:자동제어 | 선택지:피드백·목표값 | 본문:제어량·조작량,보일러 자동제어에서 시퀀스(sequence)제어를 가장 옳게 설명한 것은?
20131012_029,2013-10-12,29,,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,automatic,28,fuel-properties,12,high,false,,본문:연소 이상 | 본문:연소 불안정,기름보일러에서 연소 중 화염이 점멸하는 등 연소 불안정이 발생하는 경우가 있다. 그 원인으로 적당하지 않은 것은?
20131012_030,2013-10-12,30,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,pdf-reviewed,16,fuel-properties,15,low,false,fuel-properties:15 | combustion-air-calculation:10,본문:부식,공기 예열기에서 발생되는 부식에 관한 설명으로 틀린 것은?
20131012_031,2013-10-12,31,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,38,automatic-control-interlocks,0,high,false,,본문:배관 | 본문:이음쇠 | 본문:신축·지지,"회전이음 이라고도 하며, 2개 이상의 엘보를 사용하여 이음부의 나사회전을 이용해서 배관의 신축을 흡수하는 신축 이음쇠는?"
20131012_032,2013-10-12,32,,insulation-materials,보온·단열재,boiler-piping-insulation,insulation-materials,보온·단열재,boiler-piping-insulation,automatic,16,automatic-control-interlocks,0,high,false,,본문:단열,단열재의 구비조건으로 맞는 것은?
20131012_033,2013-10-12,33,,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,automatic,16,water-treatment-corrosion,8,high,false,,본문:사고·안전,보일러 사고 원인 중 취급 부주의가 아닌 것은?
20131012_034,2013-10-12,34,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,22,water-treatment-corrosion,17,high,false,water-treatment-corrosion:17,선택지:버너 | 선택지:화격자·연소장치 | 선택지:연소실·노,보일러의 계속사용검사기준 중 내부검사에 관한 설명이 아닌 것은?
20131012_035,2013-10-12,35,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,10,automatic-control-interlocks,0,high,false,,본문:배관,배관계에 설치한 밸브의 오작동 방지 및 배관계 취급의 적정화를 도모하기 위해 배관에 식별(識別)표시를 하는데 관계가 없는 것은?
20131012_036,2013-10-12,36,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,40,piping-fittings-valves,10,high,false,,본문:난방 방식 | 본문:환수 방식 | 본문:난방 배관,증기난방의 중력 환수식에서 복관식인 경우 배관기울기를 적당한 것은?
20131012_037,2013-10-12,37,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,19,automatic-control-interlocks,0,high,false,,선택지:배관 | 본문:강관 규격,스테인리스강관의 특징 설명으로 옳은 것은?
20131012_038,2013-10-12,38,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,26,steam-traps-condensate,14,high,false,,본문:난방 방식 | 본문:난방 배관,증기난방의 시공에서 환수배관에 리프트 피팅(lift fitting)을 적용하여 시공할 때 1단의 흡상높이로 적당한 것은?
20131012_039,2013-10-12,39,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,12,water-treatment-corrosion,10,medium,false,water-treatment-corrosion:10,본문:보일러 구조,수관 보일러 중 자연순환식 보일러와 강제순환식 보일러에 관한 설명으로 틀린 것은?
20131012_040,2013-10-12,40,,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,combustion-air-calculation,연소·공기비·배기가스 계산,boiler-installation-combustion,automatic,19,draft-flue-gas,14,high,false,draft-flue-gas:14,선택지:연소 계산 | 선택지:연소 반응 | 선택지:연소,보일러의 가동 중 주의해야 할 사항으로 맞지 않는 것은?
20131012_041,2013-10-12,41,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,38,heat-steam-thermodynamics,14,high,false,,본문:방열기 계산 | 본문:난방 계산,"방열기내 온수의 평균온도 85℃, 실내온도 15℃, 방열계수 7.2kcal/m2·h·℃인 경우 방열기 방열량은 얼마인가?"
20131012_042,2013-10-12,42,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,18,combustion-air-calculation,7,high,false,,본문:보존,보일러 건식보존법에서 가스봉입방식(기체보존법)에 사용되는 가스는?
20131012_043,2013-10-12,43,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,pdf-reviewed,14,piping-fittings-valves,13,low,false,piping-fittings-valves:13 | instruments-accessories:10,본문:기동·점화,보일러 점화전 수위확인 및 조정에 대한 설명 중 틀린 것은?
20131012_044,2013-10-12,44,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,22,heating-load-radiators,9,high,false,,본문:난방 방식 | 선택지:난방 배관,온수난방에 대한 특징을 설명한 것으로 틀린 것은?
20131012_045,2013-10-12,45,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,30,safety-devices,9,high,false,,본문:운전 조치 | 본문:정상운전·송기,보일러 운전 중 정전이 발생한 경우의 조치사항으로 적합하지 않은 것은?
20131012_046,2013-10-12,46,,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,piping-fittings-valves,배관·이음쇠·밸브,boiler-piping-insulation,automatic,44,heating-systems,26,high,false,heating-systems:26,본문:배관 | 본문:이음쇠 | 본문:배관 이경관,증기난방에서 환수관의 수평배관에서 관경이 가늘어 지는 경우 편심 리듀셔를 사용하는 이유로 적합한 것은?
20131012_047,2013-10-12,47,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,26,piping-fittings-valves,10,high,false,,본문:난방 방식 | 본문:난방 배관,온수난방설비에서 복관식 배관방식에 대한 특징으로 틀린 것은?
20131012_048,2013-10-12,48,,heating-systems,증기·온수·복사난방,boiler-piping-insulation,heating-systems,증기·온수·복사난방,boiler-piping-insulation,automatic,14,instruments-accessories,8,high,false,instruments-accessories:8,본문:팽창탱크,개방식 팽창탱크에서 필요가 없는 것은?
20131012_049,2013-10-12,49,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,10,piping-fittings-valves,5,high,false,,선택지:열정산,중앙식 급탕법에 대한 설명으로 틀린 것은?
20131012_050,2013-10-12,50,,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,automatic,14,boiler-types-construction,12,medium,false,boiler-types-construction:12 | water-treatment-corrosion:8,본문:본체 손상,보일러의 손상에 팽출(膨出)을 옳게 설명한 것은?
20131012_051,2013-10-12,51,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,14,automatic-control-interlocks,0,high,false,,본문:취급자·관리,보일러 취급자가 주의하여 염두에 두어야 할 사항으로 틀린 것은?
20131012_052,2013-10-12,52,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,26,efficiency-output-heat-balance,6,high,false,,선택지:수처리 | 본문:캐리오버,캐리 오버(carry over)에 대한 방지 대책이 아닌 것은?
20131012_053,2013-10-12,53,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,10,automatic-control-interlocks,0,high,false,,본문:수압시험,보일러 수압시험시의 시험수압은 규정된 압력의 몇 % 이상을 초과하지 않도록 해야 하는가?
20131012_054,2013-10-12,54,,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,steam-traps-condensate,증기트랩·응축수 환수,boiler-piping-insulation,automatic,21,piping-fittings-valves,10,high,false,,본문:응축수 | 선택지:워터해머,증기배관 내에 응축수가 고여 있을 때 증기 밸브를 급격히 열어 증기를 빠른 속도로 보냈을 때 발생하는 현상으로 가장 적합한 것은?
20131012_055,2013-10-12,55,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,18,environmental-pollution-control,8,high,false,,본문:에너지법,에너지법에서 정한 에너지기술개발사업비로 사용될 수 없는 사항은?
20131012_056,2013-10-12,56,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,12,automatic-control-interlocks,0,high,false,,본문:법령·행정,산업통상자원부장관이 에너지 저장의무를 부과할 수 있는 대상자로 맞는 것은?
20131012_057,2013-10-12,57,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,18,automatic-control-interlocks,0,high,false,,본문:신재생에너지 표기 변형,신에너지 및 재생에너지 개발·이용·보급 촉진법에서 규정하는 신에너지 또는 재생에너지에 해당하지 않는 것은?
20131012_058,2013-10-12,58,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,30,draft-flue-gas,7,high,false,,본문:에너지이용합리화법 | 본문:에너지사용·진단,에너지이용합리화법에 따라 에너지다소비업자가 매년 1월 31일까지 신고해야 할 사항과 관계없는 것은?
20131012_059,2013-10-12,59,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,18,automatic-control-interlocks,0,high,false,,본문:저탄소·녹색성장,저탄소녹색성장기본법에 따라 2020년의 우리나라 온실가스 감축 목표로 옳은 것은?
20131012_060,2013-10-12,60,,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,energy-laws-inspection,에너지 관계법규·검사,energy-laws-and-inspection,automatic,20,automatic-control-interlocks,0,high,false,,본문:에너지이용합리화법,에너지이용 합리화법의 목적과 거리가 먼 것은?
20140126_001,2014-01-26,1,,insulation-materials,보온·단열재,boiler-piping-insulation,insulation-materials,보온·단열재,boiler-piping-insulation,automatic,16,heat-steam-thermodynamics,14,medium,false,heat-steam-thermodynamics:14,본문:단열,"두께가 13㎝, 면적이 10m2인 벽이 있다. 벽 내부온도는 200℃, 외부의 온도가 20℃일 때 벽을 통한 전도되는 열량은 약 몇 kcal/h인가? (단, 열전도율은 0.02kcal/m·h·℃이다.)"
20140126_002,2014-01-26,2,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,18,failures-accidents-safety,7,high,false,,본문:보일러 구조 | 선택지:재료·제작,"보일러 본체나 수관, 연관 등에 발생하는 블리스터(blister)를 옳게 설명한 것은?"
20140126_003,2014-01-26,3,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,34,auxiliary-feedwater-equipment,20,high,false,auxiliary-feedwater-equipment:20,본문:압력·온도·유량계 | 본문:온도계 설치,일반 보일러(소용량 보일러 및 가스용 온수보일러 제외)에서 온도계를 설치할 필요가 없는 곳은?
20140126_004,2014-01-26,4,,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,operation-maintenance-preservation,기동·운전·정지·보존,boiler-operation-maintenance,automatic,18,automatic-control-interlocks,0,high,false,,본문:보존,다음 보일러의 휴지보존법 중 단기 보존법에 속하는 것은?
20140126_005,2014-01-26,5,,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,water-treatment-corrosion,수질관리·스케일·부식,boiler-water-treatment,automatic,16,automatic-control-interlocks,0,high,false,,본문:부식,보일러에서 발생하는 고온 부식의 원인물질로 거리가 먼 것은?
20140126_006,2014-01-26,6,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,30,water-treatment-corrosion,9,high,false,,본문:보일러 형식 | 본문:보일러 구조,수관식 보일러에 대한 설명으로 틀린 것은?
20140126_007,2014-01-26,7,,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic-control-interlocks,자동제어·인터록,boiler-control-systems,automatic,20,combustion-air-calculation,6,high,false,,본문:자동제어,보일러의 제어장치 중 연소용 공기를 제어하는 설비는 자동제어에서 어디에 속하는가?
20140126_008,2014-01-26,8,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,8,automatic-control-interlocks,0,medium,false,,선택지:형식 고유명,특수보일러 중 간접가열 보일러에 해당되는 것은?
20140126_009,2014-01-26,9,,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,draft-flue-gas,통풍·연도·굴뚝,boiler-installation-combustion,automatic,33,combustion-air-calculation,10,high,false,,본문:통풍 | 선택지:송풍기 | 선택지:연도·굴뚝,자연통풍에 대한 설명으로 가장 옳은 것은?
20140126_010,2014-01-26,10,,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,failures-accidents-safety,고장·사고·작업안전,boiler-work-safety,automatic,28,fuel-properties,12,high,false,,본문:연소 이상 | 본문:연소 불안정,다음 중 보일러에서 실화가 발생하는 원인으로 거리가 먼 것은?
20140126_011,2014-01-26,11,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,6,burners-furnaces-atomization,4,medium,false,,선택지:보일러 구조,입형(직립) 보일러에 대한 설명으로 틀린 것은?
20140126_012,2014-01-26,12,,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,efficiency-output-heat-balance,효율·증발량·열정산,boiler-efficiency-heat-balance,automatic,20,auxiliary-feedwater-equipment,16,high,false,auxiliary-feedwater-equipment:16,선택지:보일러 효율 | 선택지:열정산,공기예열기에 대한 설명으로 틀린 것은?
20140126_013,2014-01-26,13,,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,burners-furnaces-atomization,버너·화격자·연소장치,boiler-installation-combustion,automatic,20,water-treatment-corrosion,8,high,false,,본문:버너,가스버너에 리프팅(Lifting) 현상이 발생하는 경우는?
20140126_014,2014-01-26,14,,fuel-properties,연료 특성·발열량,boiler-installation-combustion,fuel-properties,연료 특성·발열량,boiler-installation-combustion,automatic,14,automatic-control-interlocks,0,high,false,,본문:가스 연료,다음 중 LPG의 주성분이 아닌 것은?
20140126_015,2014-01-26,15,,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,boiler-types-construction,보일러 형식·구조·재료,boiler-operation-basics,automatic,20,operation-maintenance-preservation,6,high,false,,선택지:보일러 구조 | 본문:급수내관·수위,보일러의 안전 저수면에 대한 설명으로 적당한 것은?
20140126_016,2014-01-26,16,,instruments-accessories,계측·부속장치,boiler-accessory-equipment,instruments-accessories,계측·부속장치,boiler-accessory-equipment,automatic,20,water-treatment-corrosion,8,high,false,,본문:수면계,수면계의 기능시험의 시기에 대한 설명으로 틀린 것은?
20140126_017,2014-01-26,17,,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,auxiliary-feedwater-equipment,급수·부대설비,boiler-auxiliary-equipment,pdf-reviewed,14,energy-laws-inspection,14,low,true,energy-laws-inspection:14,본문:급수장치,"열사용기자재의 검사 및 검사면제에 관한 기준에 따라 급수장치를 필요로 하는 보일러에는 기준을 만족시키는 주펌프 세트와 보조펌프 세트를 갖춘 급수장치가 있어야 하는데, 특정 조건에 따라 보조펌프 세트를 생략할 수 있다. 다음 중 보조펌프 세트를 생략할 수 없는 경우는?"
20140126_018,2014-01-26,18,,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,heating-load-radiators,난방부하·방열기 계산,boiler-installation-combustion,automatic,18,automatic-control-interlocks,0,high,false,,본문:난방부하,다음 중 난방부하의 단위로 옳은 것은?
